service_approval_number, date_approval_granted, geocode_level, trading_name, provider_approval_number, state, postcode, conditions, legal_name, suburb, address, ogc_fid, longitude, latitude
null,"29 Dec 2011","Address",null,"PR-00002181","VIC",3105,null,"Dimitrakis Pty Ltd","BULLEEN","13 GYMPIE STREET ",9119,145.092017,-37.771478
null,"29 Dec 2011","Address",null,"PR-00001449","VIC",3074,null,"Dalton Road Preschool Association Inc","THOMASTOWN","145A DALTON ROAD ",9120,145.0303361,-37.6761962
null,"29 Dec 2011","Address",null,"PR-00001821","VIC",3142,null,"St Catherine's School Council","TOORAK","17 HEYINGTON PLACE ",9121,145.0217927,-37.8377584
null,"29 Dec 2011","Address",null,"PR-00002381","VIC",3104,null,"Privilege (Aust) P/L ATF The Rising Star Trust","BALWYN NORTH","32 AYLMER STREET ",9124,145.06817,-37.796522
null,"27 Apr 2015","Address","Penguin Family Day Care Centre","PR-40002171","VIC",3936," Approved with Standard Conditions","Coral Sayer","SAFETY BEACH","32 WOODLANDS GROVE ",9125,144.987797,-38.326908
null,"29 Dec 2011","Address",null,"PR-00003038","VIC",3037,null,"Emmaus Catholic Primary School","SYDENHAM","370 SYDENHAM ROAD ",9126,144.7715556,-37.6985667
null,"29 Dec 2011","Address",null,"PR-00002449","VIC",3146,null,"Aleron Childcare Pty Ltd ATF Aleron Family Trust","GLEN IRIS","7 STAUGHTON ROAD ",9137,145.061135,-37.84753
null,"29 Dec 2011","Address",null,"PR-00001569","VIC",3031,null,"Kensington Community Children's Co-op Ltd","KENSINGTON","81B ALTONA STREET ",9139,144.9254484,-37.7971435
null,"29 Dec 2011","Address",null,"PR-00001983","VIC",3036,null,"M & S McCarthy Pty Ltd","KEILOR","890 OLD CALDER HIGHWAY ",9140,144.8057813,-37.7025612
null,"29 Dec 2011","Address",null,"PR-00001324","VIC",3195,null,"Aspendale Gardens Community Service Inc","ASPENDALE GARDENS","103-105 KEARNEY DRIVE ",9146,145.1177613,-38.0228991
null,"29 Dec 2011","Address","Precious Stars Family Day Care","PR-00003058","VIC",3030,null,"Carolyn Paterson","POINT COOK","109 WILLOWGREEN WAY ",9149,144.749144,-37.876824
null,"29 Dec 2011","Address",null,"PR-00002073","VIC",3911,null,"Sherrie Christina Monahan; Thomas William Monahan","BAXTER","111 BAXTER-TOORADIN ROAD ",9151,145.159657,-38.195776
null,"29 Dec 2011","Address",null,"PR-00002725","VIC",3029,null,"Bellbridge Primary School Council","HOPPERS CROSSING","120 BELLBRIDGE DRIVE ",9155,144.7103903,-37.8700342
null,"29 Dec 2011","Address",null,"PR-00002749","VIC",3088,null,"Greensborough Primary School Council","GREENSBOROUGH","130 GRIMSHAW STREET ",9157,145.0998614,-37.7040986
null,"29 Dec 2011","Address",null,"PR-00002120","VIC",3095,null,"KS & ED Enterprises Pty Ltd","ELTHAM","1304 MAIN ROAD ",9158,145.162721,-37.703254
null,"29 Dec 2011","Address",null,"PR-00001600","VIC",3179,null,"Kelliot Pty Ltd","SCORESBY","1315 FERNTREE GULLY ROAD ",9160,145.228367,-37.898912
null,"29 Dec 2011","Address",null,"PR-00001919","VIC",3032,null,"Wingate Avenue Children's Co-op Ltd","ASCOT VALE","13B WINGATE AVENUE ",9161,144.9194636,-37.7794958
null,"15 Nov 2013","Address","PLAYMATES FAMILY DAY CARE SCHEME PTY LTD","PR-40001052","VIC",3011,null,"PLAYMATES FAMILY DAY CARE SCHEME PTY LTD","FOOTSCRAY","14-16 PAISLEY STREET ",9163,144.899982,-37.800725
null,"29 Dec 2011","Address",null,"PR-00001972","VIC",3064,null,"Hothlyn Drive Children's Centre Pty Ltd","CRAIGIEBURN","144 HOTHLYN DRIVE ",9164,144.9315461,-37.6097543
null,"20 Apr 2016","Address",null,"PR-40006531","VIC",3171,null,"Hanh Ngoc Thi Tran","SPRINGVALE","15 BURDEN STREET ",9165,145.145683,-37.940679
null,"29 Dec 2011","Address",null,"PR-00001407","VIC",3123,null,"Cara Armstrong Kindergarten Inc","HAWTHORN EAST","169 RATHMINES ROAD ",9167,145.0531571,-37.8205641
null,"29 Dec 2011","Address",null,"PR-00001876","VIC",3124,null,"Through Road Child Care Assoc Inc","CAMBERWELL","171 THROUGH ROAD ",9168,145.0934877,-37.8362335
null,"29 Dec 2011","Address",null,"PR-00002960","VIC",3068,null,"Spensley Street Primary School Council","CLIFTON HILL","193 SPENSLEY STREET ",9173,145.00387,-37.7867594
null,"29 Dec 2011","Address",null,"PR-00001309","VIC",3068,null,"Ananda Marga Pracaraka Samgha Ltd","FITZROY NORTH","199 CLAUSCEN STREET ",9174,144.9860326,-37.7778881
null,"29 Dec 2011","Address",null,"PR-00002691","VIC",3028,null,"Baby Bells Pty Ltd ATF BBCC TRUST No. 1","ALTONA MEADOWS","1A FITZPATRICK DRIVE ",9177,144.76148,-37.870515
null,"29 Dec 2011","Address",null,"PR-00001331","VIC",3165,null,"Bentleigh East Preschool Inc","BENTLEIGH EAST","202 EAST BOUNDARY ROAD ",9179,145.0604353,-37.915928
null,"11 Feb 2015","Address","Bambi Day Care Services Pty. Ltd.","PR-40002212","VIC",3103,null,"Bambi Day Care Services Pty. Ltd.","BALWYN","205A WHITEHORSE ROAD ",9180,145.0735534,-37.8117419
null,"29 Dec 2011","Address",null,"PR-00001622","VIC",3058,null,"Lake Park Kindergarten Inc","COBURG NORTH","20A CARR STREET ",9181,144.9687648,-37.7301169
null,"29 Dec 2011","Address",null,"PR-00002456","VIC",3163,null,"Carnbeau Pty Ltd ATF Carnbeau Family Trust","MURRUMBEENA","21 CROSBIE ROAD ",9182,145.0660159,-37.9059113
null,"29 Dec 2011","Address",null,"PR-00001892","VIC",3165,null,"Virginia Park Child Care Association Inc","BENTLEIGH EAST","232 EAST BOUNDARY ROAD ",9185,145.0613665,-37.9106716
null,"29 Dec 2011","Address",null,"PR-00002768","VIC",3754,null,"Mernda Primary School","MERNDA","25 EVERTON DRIVE ",9189,145.0922426,-37.5945949
null,"29 Dec 2011","Address",null,"PR-00001470","VIC",3055,null,"Denzil Don Free Kindergarten Inc","BRUNSWICK WEST","256 UNION STREET ",9190,144.9438835,-37.7720137
null,"29 Dec 2011","Address",null,"PR-00001650","VIC",3144,null,"Wattletree Early Childhood Centre Inc","MALVERN","256 WATTLETREE ROAD ",9191,145.038985,-37.864664
null,"29 Dec 2011","Address",null,"PR-00001482","VIC",3132,null,"Dr Stanley Cochrane Memorial Kindergarten Inc","MITCHAM","257 MITCHAM ROAD ",9192,145.193507,-37.8095967
null,"29 Dec 2011","Address",null,"PR-00002158","VIC",3150,null,"Columbia Park Child Care Centre Inc","WHEELERS HILL","28A COLUMBIA DRIVE ",9196,145.1848184,-37.9138621
null,"29 Dec 2011","Address",null,"PR-00001887","VIC",3808,null,"Upper Beaconsfield Kindergartens Association Inc.","BEACONSFIELD UPPER","3 MCBRIDE ROAD ",9199,145.409522,-38.005806
null,"29 Dec 2011","Address",null,"PR-00003060","VIC",3204,null,"Mok Australia Pty Ltd","BENTLEIGH","33A NORTH AVENUE ",9201,145.034846,-37.9268894
null,"29 Dec 2011","Address",null,"PR-00002115","VIC",3029,null,"The Two MP's Pty Ltd","HOPPERS CROSSING","348 MORRIS ROAD ",9202,144.70597,-37.85405
null,"29 Dec 2011","Address",null,"PR-00001590","VIC",3150,null,"Jells Park Preschool Association Inc","WHEELERS HILL","37 PETRONELLA AVENUE ",9204,145.1939007,-37.9033717
null,"29 Dec 2011","Address",null,"PR-00001882","VIC",3107,null,"Twin Hills Preschool Inc","TEMPLESTOWE LOWER","39 MAYFAIR AVENUE ",9206,145.114869,-37.766205
null,"29 Dec 2011","Address",null,"PR-00002898","VIC",3201,null,"Banyan Fields Primary School","CARRUM DOWNS","90 CADLES ROAD ",9246,145.1878115,-38.094698
null,"29 Dec 2011","Address",null,"PR-00002421","VIC",3105,null,"CC4K Pty Ltd ATF Sim & Nguyen Unit Trust","BULLEEN","3A PENDEREL WAY ",9208,145.094845,-37.760927
null,"29 Dec 2011","Address",null,"PR-00002184","VIC",3076,null,"Leisure City Aquatics Pty Ltd","EPPING","41-53 MILLER STREET ",9211,145.0195635,-37.6485703
null,"01 Jan 2012","Address",null,"PR-00006466","VIC",3053,null,"Melbourne University Family Club Co-op Ltd","CARLTON","427 CARDIGAN STREET ",9215,144.9659592,-37.7960895
null,"29 Dec 2011","Address",null,"PR-00002092","VIC",3124,null,"V R I M Nominees Pty Ltd","CAMBERWELL","43 GLEN IRIS ROAD ",9217,145.068781,-37.847187
null,"12 Jul 2016","Address","TnC FAMILY DAY CARE","PR-40005389","VIC",3977,null,"TNC FAMILY DAY CARE PTY LTD","CRANBOURNE EAST","43 TRAFALGAR WAY ",9218,145.297988,-38.098722
null,"29 Dec 2011","Address",null,"PR-00002952","VIC",3051,null,"St Michael's Parish Church","NORTH MELBOURNE","456 DRYBURGH STREET ",9220,144.945376,-37.7942182
null,"29 Dec 2011","Address",null,"PR-00002899","VIC",3037,null,"Cana Catholic Primary School","HILLSIDE","46 BANCHORY AVENUE ",9221,144.7469089,-37.6885979
null,"29 Dec 2011","Address",null,"PR-00002398","VIC",3130,null,"Casa Bambinis Pty Ltd As Trustee For Natwest Family Trust","BLACKBURN","502-504 MIDDLEBOROUGH ROAD ",9224,145.1405976,-37.8099891
null,"29 Dec 2011","Address",null,"PR-00001909","VIC",3150,null,"Wayburne Preschool Association Inc","GLEN WAVERLEY","579 WAVERLEY ROAD ",9229,145.1521319,-37.887385
null,"29 Dec 2011","Address",null,"PR-00001852","VIC",3107,null,"Templestowe Heights Preschool Association Inc","TEMPLESTOWE LOWER","64 FYFE DRIVE ",9233,145.122792,-37.769377
null,"29 Dec 2011","Address",null,"PR-00002110","VIC",3134,null,"Kurboroo Kindergarten Inc","WARRANWOOD","75 BEMBOKA ROAD ",9240,145.2572382,-37.7736798
null,"29 Dec 2011","Address",null,"PR-00002027","VIC",3103,null,"Fintona Girls School","BALWYN","79 BALWYN ROAD ",9241,145.080763,-37.8147985
null,"12 Apr 2012","Address",null,"PR-00001393","VIC",3056,null,"Brunswick Creche & Day Nursery Inc","BRUNSWICK","82 GLENLYON ROAD ",9243,144.966181,-37.772247
null,"29 Dec 2011","Address",null,"PR-00001875","VIC",3071,null,"Thornbury Kindergarten Inc","THORNBURY","8C NEWCASTLE STREET ",9244,145.011059,-37.753647
null,"29 Dec 2011","Address",null,"PR-00001649","VIC",3143,null,"Malvern Community Child Care Co-op Ltd","ARMADALE","9 LLANEAST STREET ",9245,145.027307,-37.861405
null,"29 Dec 2011","Address",null,"PR-00003065","VIC",3051,null,"Husna Family Day Care Pty Ltd","NORTH MELBOURNE","90A MELROSE STREET ",9248,144.9425885,-37.7919526
null,"29 Dec 2011","Address",null,"PR-00002455","VIC",3915,null,"Good Shepherd Australia New Zealand","HASTINGS","1 CHURCH STREET ",9249,145.1930006,-38.3061542
null,"29 Dec 2011","Address",null,"PR-00001591","VIC",3105,null,"Kalker Montessori Centre Ltd","BULLEEN","1-3 ESTELLE STREET ",9254,145.089223,-37.779012
null,"29 Dec 2011","Address",null,"PR-00002513","VIC",3806,null,"Lahu Harmony Pty. Ltd.","BERWICK","1-3 MICHELLE DRIVE ",9255,145.336209,-38.055547
null,"07 Sep 2015","Address","LYDA INDUSTRIAL INVESTMENT PTY LTD","PR-40004665","VIC",3149,null,"Lyda Industrial Investment Pty Ltd ATF The Lyda Family Trust","MOUNT WAVERLEY","10 ST CLAIR CRESCENT ",9260,145.147092,-37.87367
null,"29 Dec 2011","Address",null,"PR-00001726","VIC",3806,null,"Orient Trading Pty Ltd","BERWICK","10-12 WARRAWONG DRIVE ",9262,145.324595,-38.017235
null,"29 Dec 2011","Address",null,"PR-00003055","VIC",3103,null,"Balwyn ChildCare Centre Pty Ltd","BALWYN","105 BALWYN ROAD ",9267,145.08135,-37.811652
null,"29 Dec 2011","Address",null,"PR-00002317","VIC",3037,null,"Howell Drive Child Care Pty Ltd","HILLSIDE","107 SARONVALE CRESCENT ",9270,144.7504151,-37.6899772
null,"27 Apr 2015","Address",null,"PR-40003079","VIC",3754,null,"SUZIE ISMAIL","MERNDA","11 BASILICA VISTA ",9275,145.0921123,-37.6102729
null,"29 Dec 2011","Address",null,"PR-00001894","VIC",3912,null,"Wagcot Pty Ltd","SOMERVILLE","1140 FRANKSTON-FLINDERS ROAD ",9281,145.1786872,-38.2280423
null,"16 Feb 2015","Address","Helping Hands Family Day Care Services","PR-40001153","VIC",3060,null,"SHABANA ASIF","FAWKNER","116 MAJOR ROAD ",9282,144.963313,-37.706699
null,"04 Sep 2012","Address","Crystal Views Childcare Centre","PR-00006726","VIC",3126,null,"MRJJJ Pty Ltd as trustee for MRJJJ Family Trust","CANTERBURY","116 PROSPECT HILL ROAD ",9283,145.075602,-37.830492
null,"29 Dec 2011","Address",null,"PR-00002039","VIC",3167,null,"Loren Class; Rose Rosenblatt; Jodi Eden","OAKLEIGH SOUTH","117-119 GOLF ROAD ",9284,145.087358,-37.920739
null,"29 Dec 2011","Address",null,"PR-00002197","VIC",3075,null,"Jacaranda Pre-School Inc","LALOR","118 KINGSWAY DRIVE ",9285,145.0050997,-37.6641051
null,"29 Dec 2011","Address",null,"PR-00001372","VIC",3121,null,"Boroondara Kindergarten Inc","RICHMOND NORTH","12 COOKE COURT ",9286,144.9998914,-37.811161
null,"01 Jan 2012","Address",null,"PR-00006532","VIC",3011,null,"TLC Tender Love and Care Family Day Care Pty Ltd","FOOTSCRAY","12 LEUNIG PLACE ",9288,144.9088999,-37.7978861
null,"29 Dec 2011","Address",null,"PR-00002632","VIC",3934,null,"Osborne Primary School Council","MOUNT MARTHA","120 CRAIGIE ROAD ",9292,145.0396238,-38.2569207
null,"29 Dec 2011","Address",null,"PR-00003015","VIC",3152,null,"Wantirna Primary School","WANTIRNA","120 MOUNTAIN HIGHWAY ",9295,145.2163522,-37.8562484
null,"29 Dec 2011","Address",null,"PR-00001429","VIC",3068,null,"Clifton Child Care Co-op Ltd","FITZROY NORTH","121 RUSHALL CRESCENT ",9296,144.990478,-37.782271
null,"29 Dec 2011","Address",null,"PR-00001873","VIC",3074,null,"Thomastown Child Care Centre Inc","THOMASTOWN","129 EDGARS ROAD ",9302,144.998614,-37.681746
null,"02 Mar 2016","Address",null,"PR-40004836","VIC",3978,null,"Param Kaur","CLYDE NORTH","13 MARBLELIGHT WAY ",9303,145.3476688,-38.0803363
null,"29 Dec 2011","Address",null,"PR-00002648","VIC",3197,null,"Patterson Lakes Primary School Council Out of School Hours Care","PATTERSON LAKES","130-148 GLADESVILLE BOULEVARD ",9306,145.1455001,-38.0698965
null,"29 Dec 2011","Address",null,"PR-00002506","VIC",3076,null,"Kiddy Palace Learning Centre Pty Ltd","EPPING","134-136 MCDONALDS ROAD ",9308,145.0545245,-37.6472016
null,"29 Dec 2011","Address",null,"PR-00001668","VIC",3060,null,"Merhi Pty Ltd","FAWKNER","1346 SYDNEY ROAD ",9309,144.959366,-37.695114
null,"29 Dec 2011","Address",null,"PR-00002171","VIC",3109,null,"Sepwin Pty.Ltd","DONCASTER EAST","137 LANDSCAPE DRIVE ",9311,145.170679,-37.773042
null,"29 Dec 2011","Address",null,"PR-00002063","VIC",3072,null,"Gower Street Kindergarten Inc","PRESTON","146 GOWER STREET ",9320,145.017413,-37.741796
null,"29 Dec 2011","Address","Kids on Clyde","PR-00002370","VIC",3156,null,"Richdoc Pty Ltd ATF Geethom Unit Trust","UPPER FERNTREE GULLY","15 ROLLINGS ROAD ",9326,145.312954,-37.895136
null,"29 Dec 2011","Address",null,"PR-00001709","VIC",3195,null,"Nola Barber Kindergarten Inc","ASPENDALE","151 STATION STREET ",9330,145.1032352,-38.0283756
null,"29 Dec 2011","Address",null,"PR-00001849","VIC",3160,null,"Tecoma Preschool Inc","TECOMA","1534 BURWOOD HIGHWAY ",9332,145.343922,-37.906787
null,"29 Dec 2011","Address",null,"PR-00002646","VIC",3172,null,"Athol Road Primary School Council","SPRINGVALE SOUTH","159-167 ATHOL ROAD ",9337,145.150404,-37.971114
null,"29 Dec 2011","Address",null,"PR-00002454","VIC",3810,null,"Davmat Investments Pty Ltd","PAKENHAM","15A MEEKING DRIVE ",9338,145.4606904,-38.0739741
null,"29 Dec 2011","Address",null,"PR-00001658","VIC",3135,null,"Maroondah Preschool Parents Club Inc","RINGWOOD EAST","16 EVON AVENUE ",9339,145.258614,-37.80297
null,"29 Dec 2011","Address",null,"PR-00002567","VIC",3038,null,"Namali Pty Ltd ATF Malici Family Trust","KEILOR DOWNS","16 MALSTER COURT ",9343,144.79021,-37.713916
null,"29 Dec 2011","Address",null,"PR-00001713","VIC",3068,null,"North Child Care Co-op","FITZROY NORTH","173 CLAUSCEN STREET ",9351,144.98508,-37.777808
null,"29 Dec 2011","Address",null,"PR-00001547","VIC",3088,null,"Grace Park Preschool Inc","GREENSBOROUGH","179 NEPEAN STREET ",9353,145.102963,-37.713175
null,"29 Dec 2011","Address",null,"PR-00002990","VIC",3055,null,"Moonlight Family Day Care Pty Ltd","BRUNSWICK WEST","18 GRONN PLACE ",9358,144.9395941,-37.7564981
null,"29 Dec 2011","Address",null,"PR-00002972","VIC",3805,null,"Jaireet Pty LTD","NARRE WARREN","18 SEATTLE SQUARE ",9360,145.320874,-38.005827
null,"29 Dec 2011","Address",null,"PR-00002293","VIC",3934,null,"Garry Stacey and Associates Pty Ltd","MOUNT MARTHA","18 VILLAGE CLOSE ",9362,145.025499,-38.269634
null,"29 Dec 2011","Address",null,"PR-00002563","VIC",3078,null,"Grange Road Childcare Nominees Pty Ltd ATF Grange Road Childcare Trust trading as Smart Start Early Learning and Development Centre","ALPHINGTON","18-24 GRANGE ROAD ",9363,145.0250517,-37.7801982
null,"29 Dec 2011","Address",null,"PR-00002688","VIC",3029,null,"V.I.P. Family Day Care Pty Ltd","HOPPERS CROSSING","185 MORRIS ROAD ",9368,144.702897,-37.868631
null,"29 Dec 2011","Address",null,"PR-00002387","VIC",3020,null,"Franksea Pty Ltd Trading as Jigsaw Childcare","SUNSHINE NORTH","185 PHOENIX STREET ",9369,144.8313555,-37.7756492
null,"20 Sep 2013","Address","Your Family Day Care","PR-40000617","VIC",3020,null,"LOFA GROUP PTY. LTD.","SUNSHINE","19 CITY PLACE ",9371,144.8314233,-37.7875826
null,"15 Nov 2013","Address","Happy Campers Family Day Care","PR-40000982","VIC",3088,null,"HAPPY CAMPERS FAMILY DAY CARE PTY LTD ATF BECWILL FAMILY TRUST","GREENSBOROUGH","19 PALPERA TERRACE ",9372,145.105236,-37.682733
null,"29 Dec 2011","Address",null,"PR-00002462","VIC",3146,null,"C & N Investments No. 1 Pty Ltd","GLEN IRIS","19 RANFURLIE CRESCENT ",9373,145.054391,-37.860652
null,"29 Dec 2011","Address",null,"PR-00002482","VIC",3146,null,"C&N Investments No2 Pty Ltd","GLEN IRIS","19 RANFURLIE CRESCENT ",9374,145.054391,-37.860652
null,"01 Jan 2012","Address",null,"PR-00006544","VIC",3146,null,"EMO Properties Pty Ltd","GLEN IRIS","19 RANFURLIE CRESCENT ",9375,145.054391,-37.860652
null,"01 Oct 2013","Address","Kidz First Family Day Care","PR-40001063","VIC",3046,null,"KIDZ FIRST FAMILY DAY CARE PTY. LTD.","GLENROY","19 TREVANNION STREET ",9378,144.918392,-37.699074
null,"29 Dec 2011","Address",null,"PR-00001822","VIC",3166,null,"St John's Preschool Inc","OAKLEIGH","2 CARMICHAEL ROAD ",9383,145.113748,-37.898113
null,"29 Dec 2011","Address",null,"PR-00002119","VIC",3170,null,"Waverley Montessori Pre-School Pty Ltd","MULGRAVE","2 EINSTEIN AVENUE ",9385,145.181651,-37.931516
null,"24 Feb 2014","Address",null,"PR-40001370","VIC",3037,null,"THE SANCTUARY AT HILLSIDE PTY LTD AS TRUSTEE FOR THE SANCTUARY AT HILLSIDE UNIT TRUST","HILLSIDE","2 SUNNINGDALE DRIVE ",9389,144.7300101,-37.6907101
null,"29 Dec 2011","Address",null,"PR-00002335","VIC",3197,null,"Our Learning Steps Childcare Centre and Kindergarten Pty Ltd","PATTERSON LAKES","2-4 OLD WELLS ROAD ",9390,145.1495611,-38.0716629
null,"01 Jan 2015","Address",null,"PR-00009019","VIC",3802,null,"South Eastern Christian Centre Inc","ENDEAVOUR HILLS","2-8 GLENEAGLES DRIVE ",9391,145.263642,-37.966261
null,"29 Dec 2011","Address",null,"PR-00002542","VIC",3807,null,"Wildwood Park Holdings Pty Ltd","BEACONSFIELD","2-8 WINDSOR DRIVE ",9394,145.385432,-38.0562982
null,"29 Dec 2011","Address",null,"PR-00002298","VIC",3178,null,"CNJL Cooper Holdings Pty Limited","ROWVILLE","20 BANYALLA PLACE ",9395,145.2766685,-37.9016201
